Name,Type,Ingredients,Price
ESTÉE LAUDER,Treatments,"Water, Bifida Ferment Lysate, Methyl Gluceth-20, Peg-75, Bis-Peg-18 Methyl Ether Dimethyl Silane, Butylene Glycol, Propanediol, Cola Acuminata (Kola) Seed Extract, Hydrolyzed Algin, Pantethine, Caffeine, Lecithin, Tripeptide-32, Ethylhexylglycerin, Sodium Rna, Bisabolol, Glycereth-26, Squalane, Sodium Hyaluronate, Oleth-3 Phosphate, Caprylyl Glycol, Lactobacillus Ferment, Oleth-3, Oleth-5, Anthemis Nobilis (Chamomile), Yeast Extract/Faex/Extrait De Levure, Choleth-24, Hydrogenated Lecithin, Ceteth-24, Tocopheryl Acetate, Ethylhexyl Methoxycinnamate, Hexylene Glycol, Carbomer, Triethanolamine, Trisodium Edta, Bht, Xanthan Gum, Phenoxyethanol, Red 4 (Ci 14700), Yellow 5 (Ci 19140) .",$103.00 
DRUNK ELEPHANT,Treatments,"-Platinum Peptides: Help reduce the appearance of fine lines and wrinkles while supporting natural elasticity and resilience and acting as an antioxidant for skin.
-Chronocyclin: A chronopeptide that mimics the antioxidant benefits of vitamin D for more y",$36.00 
THE ORDINARY,Treatments,"-Dermal Lipids (Phospholipids, Alpha/Beta/Gamma Fatty Acids, Triglycerides, Sterols, and Sterol Esters, Ceramide Precursors): Act as a direct topical supplement of the elements that keep the outer layer of the skin protected and offer lasting hydration wi",$5.80 
OLEHENRIKSEN,Treatments,"-True-C Complex: Formulated to help brighten the skin and fight visible signs of aging with stabilized vitamin C derivates and antioxidants.
-Collagen: Helps improve skin's youthful-looking elasticity.
-Orange and Green Tea Extracts: Help nourish skin.
-A",$74.00 
SK-II,Treatments,"-PITERA™: A bio-ingredient derived from yeast fermentation that resembles your skin's Natural Moisturizing Factors; contains over 50 micro-nutrients like vitamins, minerals, amino acids, and organic acids to condition skin's natural functions.

Galactom",$185.00 
CLINIQUE,Treatments,"-UP302 (Dimethoxytolyl Propylresorcinol): Acts as a brightening molecule.
-Rice Bran Extract: Works to address future dark spots by helping defend skin against damaging free radicals.
-Salicylic Acid: Helps reveal fresher, more even-appearing tone skin.

",$84.00 
PEACE OUT,Treatments,"-Salicylic Acid: Penetrates pores and clears acne-causing bacteria.
-Vitamin A: Helps support clearer-looking skin.
-Aloe Vera: Soothes and reduces the appearance of pores.

Hydrocolloid Polymer Technology (Cellulose Gum, Glyceryl Hydrogenated Rosinate, P",$19.00 
PEACE OUT,Treatments,"-Retinol: Reduces the appearance of fine lines and uneven skin texture.
-Vitamin C: Visibly brightens skin and supports healthy collagen production.
-Peptides: Supports collagen and reduces the look of fine lines and wrinkles.

Sodium Hyaluronate, Cellulo",$28.00 
LA MER,Treatments,"Declustered Water (+)\Aqua\Eau De-Structuree (+), Declustered Water (-)\Aqua\Eau De-Structuree (-), Algae (Seaweed) Extract, Glycerin, Methyl Gluceth-20, Bis-Peg-18 Methyl Ether Dimethyl Silane, Yeast Extract\Faex\Extrait De Levure, Sucrose, Glycereth-26, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Citrus Aurantifolia (Lime) Peel Extract, Glycine Soja (Soybean) Seed Extract, Laminaria Digitata Extract, Palmaria Palmata Extract, Codium Tomentosum Extract, Laminaria Saccharina Extract, Sea Salt\Maris Sal\Sel Marin, Plankton Extract, Caffeine, Polyquaternium-51, Lecithin, Butylene Glycol, Dipotassium Glycyrrhizate, Glycine Soja (Soybean) Protein, Tourmaline, Acetyl Hexapeptide-8, Glycosaminoglycans, Peg-8, Sodium Hyaluronate, Alcaligenes Polysaccharides, Sodium Pca, Urea, Ppg-5-Ceteth-20, Jojoba Wax Peg-120 Esters, Polysorbate 20, Hexylene Glycol, Pentylene Glycol, Potassium Sorbate, Trehalose, Caprylyl Glycol, Hydroxypropyl Cyclodextrin, Fragrance (Parfum), Disodium Edta, Limonene, Geraniol, Linalool, Hydroxycitronellal, Citronellol, Phenoxyethanol.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",$155.00 
THE ORDINARY,Treatments,"-Caffeine and Epigallocatechin Gallate (EGCG): Help to reduce the look of puffiness and dark circles underneath the eyes.

Water, Caffeine, Maltodextrin, Glycerin, Propanediol, Epigallocatechin Gallatyl Glucoside, Gallyl Glucoside, Hyaluronic Acid, Oxidiz",$6.70 
TATCHA,Treatments,"Water, Bis-Glyceryl Ascorbate, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Propanediol, Butylene Glycol, Glycerin, Ascorbyl Tetraisopalmitate, Angelica Acutiloba Root Extract, Callicarpa Japonica Fruit Extract, Prunus Mume Fruit Extract, Crataegus Cuneata Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Citrus Paradisi (Grapefruit) Fruit Extract, Citrus Aurantium Dulcis (Orange) Juice, Citrus Limon (Lemon) Juice, Citrus Aurantifolia (Lime) Juice, Glycyrrhiza Glabra (Licorice) Root Extract, Scutellaria Baicalensis Root Extract, Artemisia Capillaris Flower Extract, Morus Alba Root Extract, Ziziphus Jujuba Fruit Extract, Sodium Hyaluronate, Lactic Acid, Sodium Citrate, Dipotassium Glycyrrhizate, Ammonium Acryloyldimethyltaurate/Carboxyethyl Acrylate Crosspolymer, Disodium Edta, Ppg-6-Decyltetradeceth-30, Ethylhexylglycerin, Phenoxyethanol. *Hadasei-3.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$88.00 
SHANI DARDEN SKIN CARE,Treatments,"-Encapsulated Retinol 2.2%: Supports natural collagen and helps reduce the appearance of fine lines and wrinkles, dark spots, acne scars, and uneven texture.
-Lactic Acid 2%: Exfoliates for smoother, brighter skin.
-Pyrus Malus (Apple) Fruit Extract: Help",$88.00 
KIEHL'S SINCE 1851,Treatments,"-Activated C: Attacks deep-set dark spots while diminishing the formation of new discolorations for visibly more uniform skin tone and clarity.
-White Birch Extract: Supports natural skin elasticity and collagen production resulting in the appearance of i",$54.00 
FRESH,Treatments,"-Plant-Derived Squalane: Protects skin and prevents moisture loss.
-Water Phase: Helps to soothe, calm and hydrate.
-Oil Phase: Nourishes and softens.

Aqua (Water), Rosa Damascena Flower Water, Coco-Caprylate/Caprate, C9-12 Alkane, Propanediol, Ethylhexy",$59.00 
THE ORDINARY,Treatments,"-Lactic Acid: An alpha hydroxyl acid that exfoliates the skin.
-Tasmanian Pepperberry: Reduces visible signs of inflammation and sensitivity that is often associated with exfoliation.

Water, Lactic Acid, Glycerin, Pentylene Glycol, Potassium Citrate, Arg",$6.80 
PEACE OUT,Treatments,"-Niacinamide: A form of vitamin B that helps even out the skin tone.
-Licorice Extract: A natural botanical that helps give skin a brighter look.
-Tranexamic Acid: An amino acid derivative that lightens the appearance of dark spots.

Water, Sodium Hyaluro",$28.00 
SUMMER FRIDAYS,Treatments,"-Vitamin C: Instantly brightens dull skin and combats hyperpigmentation.
-Squalane: Boosts hydration while sealing in moisture.
-Peptide Complex: Improves skin elasticity and firmness.

Water (Aqua), Niacinamide, 3-O-Ethyl Ascorbic Acid (Vitamin C), Ascor",$64.00 
CLARINS,Treatments,"-Turmeric: Contains exceptional anti-aging properties.
-Oat Sugars: Visibly firm and lift.
-Orthosiphon Extract: Helps improve the skin texture.
-Callicarpa Extract: Revives radiance.

Water, Cetearyl Isononanoate, Glycerin, Isononyl Isononanoate, Capryli",$89.00 
PETER THOMAS ROTH,Treatments,"-Niacinamide: Helps reduce the look of discoloration and uneven skin tone.
-Tranexamic Acid: Helps reduce the look of dark patches and post-blemish marks.
-Kojic Acid: Helps enhance visible brightening benefits.

Water/Aqua/Eau, Niacinamide, Isononyl Ison",$88.00 
SEPHORA COLLECTION,Treatments,"Water, Propanediol, Pentylene Glycol, 1,2-Hexanediol, PEG-40 Hydrogenated Castor Oil, Carbomer, Glycerin, Ribose, Vaccinium Myrtillus Fruit Extract, Sodium Hydroxide, Glyceryl Caprylate, Caprylyl/Capryl Glucoside, Saccharum Officinarum (Sugar Cane) Extract, Fragrance, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Panthenol, Acer Saccharum (Sugar Maple) Extract, Chlorella Vulgaris Extract, Helianthus Annuus (Sunflower) Seed Oil, Ascorbyl Glucoside, Tocopherol, Capsicum Annuum Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$20.00 
THE INKEY LIST,Treatments,"-RetiStar Stabilised Retinol 1% and Granactive Retinoid 0.5%: Reduces the look of fine lines and wrinkles; slow release formula for low irritating, effective active delivery.
-Squalane: Hydrates and soothes.

Water, Glycerin, Butylene Glycol, Propanediol,",$9.99 
THE ORDINARY,Treatments,"-Alpha Arbutin: Reduces the looks of spots and hyperpigmentation.
-Hyaluronic Acid: Acts as a hydrating delivery system and optimizes skin exposure to alpha arbutin.

Water, Alpha-Arbutin, Polyacrylate Crosspolymer-6, Hydrolyzed Sodium Hyaluronate, Propan",$8.90 
KATE SOMERVILLE,Treatments,"-Papaya, Pineapple, and Pumpkin Enzymes: Naturally enhance skin exfoliation without overdrying.
-Lactic Acid, Salicylic Acid, and Silica: Lactic and salicylic acid provide chemical exfoliation while natural ingredient silica works to physically exfoliate ",$24.00 
CAUDALIE,Treatments,"-Patented Viniferine: Brightens and lightens dark spots and evens skin tone.
-Olive Squalane: Non-greasy, hydrating ingredient that sinks quickly into skin to deliver moisture.
-Mint, Caraway, and Galbanum: Deliver a phyto-aromatic scent.

Aqua/Water/Eau,",$79.00 
KIEHL'S SINCE 1851,Treatments,#NAME?,$50.00 
SUNDAY RILEY,Treatments,"-Trans-Retinol Ester: Supports healthy skin with the power of retinoids, but without the irritation of traditional retinol; helps fight the appearance of wrinkles and fine lines, promote skin elasticity, and stimulate surface exfoliation for clearer, smoo",$105.00 
HERBIVORE,Treatments,"-White Willow Bark Extract: Unclogs pores with a natural BHA and high levels of salicylic acid.
-Fruit Enzymes: Helps eliminate dead skin cells for smooth and soft skin; natural AHA.
-Blue Tansy Oil: Soothes redness and calms irritated skin.
-Aloe Leaf: H",$48.00 
MURAD,Treatments,"-Vita-C Complex: Delivers higher antioxidant defense to help ensure the stability and potency of vitamin C.
-Glycolic Acid: Works to remove dulling surface cells to support vitamin C delivery.
-Phyto-Luminescent Extract: Helps transforms UV energy into a ",$80.00 
ALGENIST,Treatments,"-Patented Alguronic Acid: Naturally sourced and sustainably produced from algae, it’s clinically shown to visibly minimize appearance of fine lines and wrinkles, as well as boost the benefits of other active ingredients.
-Exclusive Active Vegan Collagen",$115.00 
MURAD,Treatments,"-Hydroquinone 2%: The most powerful skin-lightening ingredient at the highest level available without a prescription; clinically proven to fade unwanted skin discoloration including dark spots, age spots, and freckles.
-Glycolic Acid: Evenly exfoliates to",$72.00 
THE ORDINARY,Treatments,"Water, Glycerin, Lactococcus Ferment Lysate, Copper Tripeptide-1, Acetyl Hexapeptide-8, Pentapeptide-18, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-38, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Acetylarginyltryptophyl Diphenylglycine, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate, Allantoin, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Arginine, Aspartic Acid, Trehalose, Fructose, Glucose, Maltose, Urea, Sodium PCA, PCA, Sodium Lactate, Citric Acid, Hydroxypropyl Cyclodextrin, Sodium Chloride, Sodium Hydroxide, Butylene Glycol, Pentylene Glycol, Acacia Senegal Gum, Xanthan Gum, Carbomer, Polysorbate 20, Dimethyl Isosorbide, Sodium Benzoate, Caprylyl Glycol, Ethylhexylglycerin, Phenoxyethanol, Chlorphenesin.",$28.90 
FIRST AID BEAUTY,Treatments,"-Glycolic and Lactic Acids: Alpha hydroxy acids that exfoliate skin, helping it appear brighter and with improved texture.
-Lemon Peel: A natural extract that helps brighten skin's appearance.
-Indian Gooseberry: A natural extract that helps tone skin.

W",$34.00 
LANCÔME,Treatments,"-Bifidus Extract

Water, Bifida Ferment Lysate, Glycerin, Alcohol Denat., Dimethicone, Hydroxyethylpiperazine Ethane Sulfonic Acid, Ascorbyl Glucoside, Sodium Hyaluronate, Sodium Hydroxide, Sodium Benzoate, Phenoxyethanol, Adenosine, Faex Extract/Yeast Ex",$105.00 
BIOSSANCE,Treatments,,$72.00 
LA MER,Treatments,"Cyclopentasiloxane, Algae (Seaweed) Extract, Glycerin, Dimethicone, Polysilicone-11, Isononyl Isononanoate, Dimethicone/Peg-10/15 Crosspolymer, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Water\Aqua\Eau, Dimethicone Crosspolymer, Helichrysum Arenarium (Everlasting) Extract, Laminaria Ochroleuca Extract, Triticum Vulgare (Wheat) Flour Lipids, Citrus Aurantifolia (Lime) Peel Extract, Crithmum Maritimum Extract, Alteromonas Ferment Extract, Chlorella Vulgaris Extract, Yeast Extract\Faex\Extrait De Levure, Cholesterol, Linoleic Acid, Tetraacetylphytosphingosine, Caprylic/Capric Triglyceride, Rosmarinus Officinalis (Rosemary) Leaf Oil, Ocimum Basilicum (Basil) Oil, Lavandula Angustifolia (Lavender) Oil, Lavandula Hybrida (Lavandin) Oil, Dipropylene Glycol, Sodium Citrate, Limonene, Linalool, Phenoxyethanol.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",$370.00 
SUNDAY RILEY,Treatments,"-Vitamin C (15% THD Ascorbate): Features superior visible brightening, clarifying, and antioxidant properties; helps fight the first signs of aging caused by stress, lifestyle, sun, and pollution.
-Phytosterols Complex: Isolated from soybeans and containi",$85.00 
THE ORDINARY,Treatments,#NAME?,$7.90 
SUNDAY RILEY,Treatments,"-Retinol Ester: Helps reduce the appearance of wrinkles and the lines and encourages the signs of clearer skin without the drawbacks of retinol.
-CoQ10: May improve the appearance of aging or UV-exposed skin, for a healthier-looking, balanced complexion.
",$85.00 
SUNDAY RILEY,Treatments,"-Salicylic Acid 1.5%: Clears congested pores; treats and prevents acne and blackheads.
-Tea Tree Oil and Black Cumin Seed Oil: Help purify the skin and supports clarity.
-Licorice Root and Hexylresorcinol: Naturally brighten the appearance of dark spots.
",$80.00 
CAUDALIE,Treatments,"-Natural Salicylic Acid (Derived from Wintergreen): Tightens clogged pores, draws out excess oil, and bacteria, refines skin texture.
-Grape Seed Polyphenols: Provide antioxidant protection and prevent blackheads.
-Complex of Essential Oils Formulated wit",$49.00 
THE ORDINARY,Treatments,#NAME?,$5.80 
BIOSSANCE,Treatments,"-Vegan Lactic Acid 10%: Gently smooths for immediate overnight results and glowing radiant skin in the morning.
-Clover: Works to reset the skin from daily stress, including pollution and blue light defense, and enhances skin’s renewal process for an im",$62.00 
SHISEIDO,Treatments,"-ImuGeneration Technology: Features botanical extracts of reishi mushroom and iris root to continuously fortify skin’s ability to defend itself.
-Exclusive Ultimune Complex™ (Bulgarian Rose Water, Aqua in Pool, and Yeast Extract: Protects and strength",$110.00 
PEACE OUT,Treatments,"-Hydrocolloid Technology Polymer: Absorbs sebum, oil, and dead skin trapped within pores.
-DMAE: Helps visibly diminish the look of enlarged pores.
-Vitamin A: Minimizes and refines the appearance of pores.

Hydrocolloid Polymer Technology (Cellulose Gum,",$19.00 
KIEHL'S SINCE 1851,Treatments,"-Pure Vitamin C (10%): Helps reduce the look of fine lines and improves the look of skin texture.
-Ascorbyl Glucoside: Helps diminish the look of fine lines.
-Hyaluronic Acid: Smooths the look of skin.

Propylene Glycol Dimethicone Glycerin Ascorbic Acid ",$68.00 
MARIO BADESCU,Treatments,#NAME?,$17.00 
THE ORDINARY,Treatments,"Propanediol, Ascorbic Acid, Alpha-Arbutin",$10.00 
CLINIQUE,Treatments,"-Salicylic Acid and Acetyl Glucosamine: Help clear dead skin cells that can contribute to clogged pores.
-Lamincaria Sacharina Extract: Minimizes shine and fights the appearance of future breakouts.
-Witch Hazel: Helps de-shine skin’s surface and tighte",$27.00 
KATE SOMERVILLE,Treatments,"-Sulfur (10.0%): Works quickly to exfoliate dead surface skin cells, unclog pores, and help reduce the appearance of blemishes.
-BHAs: Deliver anti-redness benefits to reduce the look of pores while unclogging them.
-Zinc Oxide: A natural mineral that pro",$26.00 
PETER THOMAS ROTH,Treatments,"-Pineapple, Pomegranate, and Keratinase Enzymes: Exfoliate skin’s surface.
-Cellulose: Smooths skin.
-Glycerin and Hyaluronic Acid: Hydrates and soothes.

Water/Aqua/Eau, Peg-32, Cellulose, Butylene Glycol, Citrus Aurantium Bergamia (Bergamot) Fruit Wat",$48.00 
CHARLOTTE TILBURY,Treatments,"-Golden Vitamin C: This more stable form of vitamin C evens and brightens skin tone more thoroughly than traditional vitamin C.
-Polyglutamic Acid: Four times more hydrating than hyaluronic acid, it acts as a plumper-looking skin filter to reduce appearan",$80.00 
THE INKEY LIST,Treatments,,$35.00 
THE INKEY LIST,Treatments,"-Multi Molecular Hyaluronic Acid 2%: Helps to hydrate.
-Matrixyl 3000™: A peptide that supports natural collagen production for an added plumping effect.

Water, Propanediol, Glycerin, Butylene Glycol, Sodium Hyaluronate, Ammonium Acryloyldimethyltaurat",$7.99 
PETER THOMAS ROTH,Treatments,"-Sulfur 10%: Maximum, over-the-counter grade visibly clears skin and helps address future blemishes and blackheads.
-Kaolin and Bentonite Clays: Absorb excess oil and purify the look of clogged pores.
-Aloe Vera: Calms and hydrates skin.

Water/Aqua/Eau, ",$52.00 
GLOW RECIPE,Treatments,"-Pineapple Juice: Help create a bright, smooth, and hydrated skin.
-Vitamin C: Brightens and provides antioxidants.
-Chamomile: Calms and soothes skin, creating a gentle formula for sensitive skin.

Ananas Sativus (Pineapple) Fruit Extract, Butylene Glyco",$49.00 
LANEIGE,Treatments,"-Diamond Mineral Powder: Creates a visibly translucent glow and smooths skin’s appearance.
-Light Fit Prep Technology: Helps makeup last longer.
-Ceramide Hydration Gel: Delivers and locks in moisture for an oil-water balance.

Water / Aqua / Eau, Glyce",$32.00 
LIGHTSTIM,Treatments,,$169.00 
OLEHENRIKSEN,Treatments,"-Bakuchiol: Derived from the Ayurvedic babchi plant; a natural retinol alternative that helps even skin tone, smooth texture, and target fine lines and wrinkles
-Edelweiss Stem Cell: Promotes firmness and improves the look of fine lines and wrinkles.
-AHA",$58.00 
ORIGINS,Treatments,"-Reishi: Known as the “Mushroom of Immortality,” Reishi has been used in Traditional Chinese Medicine to help improve overall health and promote longevity. It’s also known to possess powerful skin-soothing properties to help calm, comfort, and reduc",$35.00 
BIOSSANCE,Treatments,"-Bakuchiol: Plant-based retinol alternative.
-Hyaluronic Acid: Moisturizes and binds water to the skin.
-Squalane: Hydrates and locks in essential moisture.

Water, Squalane, Niacinamide, Sodium Acrylates Copolymer, Bakuchiol, Sodium Hyaluronate, Rosa Can",$72.00 
THE ORDINARY,Treatments,"-L-Ascorbic Acid: Visibly reduces multiple signs of aging and brightens the skin tone.

Dimethicone, Ascorbic Acid, Polysilicone-11, PEG-10 Dimethicone.",$6.80 
