Name,Type,Ingredients,Price
DRUNK ELEPHANT,Moisturizers,"-Sclerocarya Birrea (Marula) Seed Oil: Super-absorbable oil, high in critical antioxidants tocopherol (vitamin E), tocotrienol, phenolic compounds, flavonoids, and omegas 6 and 9, helps moisturize and nurture skin.

100% Unrefined Sclerocraya Birrea (Maru",$72.00 
BAREMINERALS,Moisturizers,"-Plant-Derived Squalene: Quenches dry skin with all-day hydration that feels light and refreshing.
-Energizing Mineral Electrolytes: Helps replenish skin’s moisture.
-Titanium Dioxide 6.2%: Mineral-based sunscreen.

Water, Coconut Alkanes, Propanediol, ",$33.00 
YOUTH TO THE PEOPLE,Moisturizers,"Water, Glycerin, Helianthus Annuus (Sunflower) Seed Oil, Glyceryl Stearate, Cetyl Alcohol, Betaine, Isopropyl Myristate, Stearic Acid, Opuntia Tuna (Prickly Pear) Extract, Euterpe Oleracea (Acai) Fruit Extract, Lycium Barbarum (Goji) Extract, Aristotelia Chilensis (Maqui) Fruit Extract, Moringa Oleifera Leaf Extract, Tetrahexyldecyl Ascorbate (Vitamin C), Phenoxyethanol, Glyceryl Stearyl Citrate,Tocopheryl Acetate (Vitamin E), Glyceryl Laurate, Squalane Olive, Carbomer, Hyaluronic Acid, Allantoin, Panthenol (Vitamin B5), Ethylhexylglycerin, Xanthan Gum, Natural Fragrance, Riboflavin (Vitamin B2).

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$48.00 
SK-II,Moisturizers,"-PITERA™: A bio-ingredient derived from yeast fermentation that resembles your skin's Natural Moisturizing Factors; contains over 50 micro-nutrients like vitamins, minerals, amino acids, and organic acids to condition skin's natural functions.

Galactom",$185.00 
THE ORDINARY,Moisturizers,"-Dermal Lipids (Phospholipids, Alpha/Beta/Gamma Fatty Acids, Triglycerides, Sterols, and Sterol Esters, Ceramide Precursors): Act as a direct topical supplement of the elements that keep the outer layer of the skin protected and offer lasting hydration wi",$5.80 
FIRST AID BEAUTY,Moisturizers,"-Colloidal Oatmeal .50%: FDA-designated skin protectant to relieve itching and minor irritation.
-Ceramide 3: Holds in moisture and protects the skin barrier.
-Shea Butter: Moisturizes and helps to protect the skin barrier.
-FAB Antioxidant Booster: Comba",$42.00 
FARMACY,Moisturizers,"-14% AHA/BHA/Flower Acid Blend: Exfoliates dead skin cells, targets hyperpigmentation, and helps reduce the appearance of pores, fine lines, and wrinkles, helps reduce the appearance of pores, and moisturizes.
-Hyaluronic Acid: Hydrates and plumps the loo",$58.00 
CLINIQUE,Moisturizers,#NAME?,$39.50 
BELIF,Moisturizers,#NAME?,$38.00 
FRESH,Moisturizers,#NAME?,$48.00 
OLEHENRIKSEN,Moisturizers,"Sources of vitamin C:
-Ascorbic Acid: Pure vitamin C, Ole’s ""gold standard""e; for addressing visible signs of aging.
-3-O-Ethyl Ascorbic Acid: A form of vitamin C that is proven to be stable against oxidation and light degradation; helps maintain stability of ascorbic acid.
-Tetrahexyldecyl Ascorbate: A stable form of vitamin C that is known for its antioxidant benefits.
-Rose of Winter: Rich in antioxidants to help nourish and condition skin.

Water, Glycerin, Dicaprylyl Carbonate, Propanediol, Caprylic/Capric Triglyceride, 3-O-Ethyl Ascorbic Acid, Glycereth-26, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Hydrolyzed Jojoba Esters, Cetearyl Alcohol, Polyacrylate Crosspolymer-6, Hydroxyacetophenone, Panthenol, Polyglyceryl-3 Methylglucose Distearate, Tetrahexyldecyl Ascorbate, Linoleic Acid, Citric Acid, Phenoxyethanol, Fragrance, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Xanthan Gum, Cetearyl Glucoside, Linolenic Acid, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Hippophae Rhamnoides Extract, Lycium Barbarum Fruit Extract, Rosa Canina Fruit Extract, Ethylhexylglycerin, Leuconostoc/Radish Root Ferment Filtrate, Sodium Citrate, Camellia Japonica Flower Extract, Aroma/Flavor, Sodium Hyaluronate, Sodium Polyacrylate, Sodium Phytate, Hyaluronic Acid, Vegetable Collagen, Ascorbic Acid, Tocopherol, Yellow 6 (Ci 15985), Yellow 5 (Ci 19140), Citral, Limonene, Linalool, Benzyl Alcohol.",$46.00 
FRESH,Moisturizers,#NAME?,$48.00 
IT COSMETICS,Moisturizers,#NAME?,$39.50 
THE ORDINARY,Moisturizers,#NAME?,$9.80 
CLINIQUE,Moisturizers,#NAME?,$28.00 
LANEIGE,Moisturizers,"-Sleep-Tox™: Helps calm skin from damage and external stressors that skin suffers during the day; infused with antioxidant-rich Hunza Apricot and Evening Primrose to work overnight to help reduce the look of fatigued skin.
-Hydro Ionized Mineral Water: ",$25.00 
FRESH,Moisturizers,#NAME?,$68.00 
LA MER,Moisturizers,"Algae (Seaweed) Extract, Cyclopentasiloxane, Petrolatum, Glyceryl Distearate, Phenyl Trimethicone, Butylene Glycol, Hydrogenated Vegetable Oil, Cholesterol, Butyrospermum Parkii (Shea Butter), Steareth-10, Dimethicone, Glyceryl Stearate Se, Polysilicone-11, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Water\Aqua\Eau, Citrus Aurantifolia (Lime) Peel Extract, Laminaria Digitata Extract, Crithmum Maritimum Extract, Salicornia Herbacea Extract, Plankton Extract, Chlorella Vulgaris Extract, Glycine Soja (Soybean) Seed Extract, Glycerin, Caffeine, Sea Salt\Maris Sal\Sel Marin, Micrococcus Lysate, Diethylhexyl Succinate, Adenosine Phosphate, Creatine, Hydrolyzed Algin, Isocetyl Stearoyl Stearate, Cetyl Alcohol, Sucrose, Acetyl Hexapeptide-8, Glucose Oxidase, Polyacrylamide, Acetyl Carnitine Hcl, Glucose, Caprylic/Capric Triglyceride, C13-14 Isoparaffin, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Sodium Pca, Glycosaminoglycans, Urea, Distearyldimonium Chloride, Dipalmitoyl Hydroxyproline, Sodium Hyaluronate, Laureth-7, Lecithin, Trehalose, Polyquaternium-51, Lactoperoxidase, Hydroxypropyl Cyclodextrin, Cyanocobalamin, Pentylene Glycol, Fragrance (Parfum), Disodium Edta, Bht, Citronellol, Hydroxycitronellal, Geraniol, Linalool, Limonene, Potassium Sorbate, Phenoxyethanol.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",$180.00 
YOUTH TO THE PEOPLE,Moisturizers,#NAME?,$58.00 
IT COSMETICS,Moisturizers,#NAME?,$39.50 
YOUTH TO THE PEOPLE,Moisturizers,"Water, Helianthus Annuus (Sunflower) Seed Oil, Glyceryl Stearate, Cetyl Alcohol, Lecithin, Glycerin, Tocopheryl Acetate (Vitamin E), Ascorbic Acid (Vitamin C), Panthenol (Vitamin B5), Sodium Hyaluronate Crosspolymer, Butylene Glycol, Brassica Oleracea (Kale) Leaf Extract, Spinacia Oleracea (Spinach) Leaf Extract, Camellia Sinensis (Green Tea) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Medicago Sativa (Alfalfa) Extract, Aloe Barbadensis (Aloe Vera) Leaf Extract, Sodium Hyaluronate, Natural Fragrance, Hydroxyethylcellulose, Pentylene Glycol, Ethylhexylglycerin, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Chlorophyll.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$48.00 
TATCHA,Moisturizers,"-Japanese Camellia Oil (Tsubaki): Seals in moisture and nourishes with of Vitamins A, B, D and E and nourishing Omegas 3, 6, and 9; this featherweight botanical oil is richer in oleic acid than olive oil.
-Tatcha's signature Hadasei-3 (a trinity of anti-a",$48.00 
DR. JART+,Moisturizers,"-Centella Asiatica Complex: Protects from environmental stressors causing sensitized skin.
-Herbs Complex: Supports skin for a vibrant appearance.
-Minerals Solution and Panthenol: Supports skin's moisture barrier.

Water, Centella Asiatica Leaf Water, Is",$52.00 
SUNDAY RILEY,Moisturizers,"-Trans-Retinol Ester: Supports healthy skin with the power of retinoids, but without the irritation of traditional retinol; helps fight the appearance of wrinkles and fine lines, promote skin elasticity, and stimulate surface exfoliation for clearer, smoo",$105.00 
GLOW RECIPE,Moisturizers,"-Watermelon Extract: Hydrates, delivers essential vitamins, and contains anti-inflammatory properties to soothe irritation.
-Hyaluronic Acid: Hydrates skin by holding up to 1,000 times its weight in moisture.
-Antioxidants: Help protect skin against envir",$39.00 
GLOW RECIPE,Moisturizers,"-Watermelon Extract: Hydrates, delivers essential vitamins, and contains anti-inflammatory properties to soothe irritation.
-Hyaluronic Acid: Hydrates skin by holding up to 1,000 times its weight in moisture.
-Antioxidants: Help protect skin against envir",$45.00 
GLOW RECIPE,Moisturizers,#NAME?,$42.00 
KIEHL'S SINCE 1851,Moisturizers,#NAME?,$50.00 
FRESH,Moisturizers,#NAME?,$68.00 
IT COSMETICS,Moisturizers,#NAME?,$39.50 
FARMACY,Moisturizers,#NAME?,$38.00 
CHARLOTTE TILBURY,Moisturizers,#NAME?,$100.00 
BIOSSANCE,Moisturizers,,$72.00 
SUPERGOOP!,Moisturizers,#NAME?,$36.00 
IT COSMETICS,Moisturizers,#NAME?,$49.00 
DRUNK ELEPHANT,Moisturizers,"-Sclerocarya Birrea (Marula) Seed Oil: Super-absorbable oil, high in critical antioxidants tocopherol (vitamin E), tocotrienol, phenolic compounds, flavonoids, and omegas 6 and 9, helps moisturize and nurture skin.

100% Unrefined Sclerocraya Birrea (Maru",$40.00 
TATCHA,Moisturizers,"-Proprietary Complex of Okinawa Red Algae: Delivers highly efficient hydration, improving skin's natural ability to retain and rebuild moisture.
-Squalane: Absorbs completely into the skin to nourish and moisturize.
-Silk Extract: Supports skin's natural ",$48.00 
TATCHA,Moisturizers,"-Tatcha's Signature Hadasei-3: A trinity of antiaging Japanese superfoods born from nourishing green tea, rice, and algae that restores a healthy-looking, youthful radiance.

Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrat",$95.00 
SK-II,Moisturizers,"-PITERA™: A bio-ingredient derived from yeast fermentation that resembles your skin's Natural Moisturizing Factors; contains over 50 micro-nutrients like vitamins, minerals, amino acids, and organic acids to condition skin's natural functions.

Galactom",$99.00 
CLINIQUE,Moisturizers,#NAME?,$28.00 
SEPHORA COLLECTION,Moisturizers,"Vitis Vinifera (Grape) Seed Oil, Cocos Nucifera (Coconut) Oil, Cetearyl Isononanoate, Ricinus Communis (Castor) Seed Oil, Diisopropyl Adipate, Neopentyl Glycol Diheptanoate, Tridecyl Trimellitate, Isopropyl Myristate, Oryza Sativa (Rice) Bran Oil, Parfum (Fragrance), Adansonia Digitata Seed Oil, Diethylhexyl Syringylidenemalonate, Caprylic/Capric Triglyceride, Limonene.",$8.00 
LANEIGE,Moisturizers,"-White Leaf Tea Water: Rich in amino acids to strengthen the skin barrier, moisturize, and soothe.

Water, Butylene Glycol, Glycerin, Limnanthes Alba (Meadowfoam) Seed Oil, 1,2-Hexanediol, Polyglyceryl- 10 Stearate, Glyceryl Stearate Citrate, Sodium Stear",$33.00 
GLAMGLOW,Moisturizers,"-Hyaluronic Acid: Provides hydration.
-Jojoba Oil, Shea Butter, and Ceramides: Help restore moisture balance.
-Green Tea: Helps energize skin.

Water, Dimethicone, Butylene Glycol, Glyceryl Distearate, Cetyl Ricinoleate, Trisiloxane, Glyceryl Stearate Se,",$49.00 
LANCÔME,Moisturizers,"-Vitamin E: A potent antioxidant that helps improve skin.
-Moringa Extract: A potent antioxidant that helps improve skin.
-Edelweiss Extract: A potent antioxidant that helps improve skin.

Avobenzone 3%, Homosalate 10.7%, Octisalate 3.2%, Octocrylene 6%, ",$39.00 
TARTE,Moisturizers,"-Titanium Dioxide
-Zinc Oxide

Cyclopentasiloxane, Isododecane, Mica, Polysilicone-11, Polymethylsilsesquioxane, Hexyl Laurate, PEG-10 Dimethicone, Polyglyceryl-4 Isostearate, Stearic Acid, Cetyl PEG/PPG-10/1 Dimethicone, Alumina, Triethoxycaprylylsilane,",$37.00 
YOUTH TO THE PEOPLE,Moisturizers,"-Maqui: A free radical eliminator; helps fight the signs of aging.
-Acai: Antioxidant-rich; contains omega 3, 6, and 9 for collagen support; revives dull, dry skin.
-Prickly Pear: Supports cell renewal while reducing redness and hyperpigmentation; hydrate",$44.00 
BIOSSANCE,Moisturizers,#NAME?,$58.00 
SUNDAY RILEY,Moisturizers,"-Salicylic Acid 1.5%: Clears congested pores; treats and prevents acne and blackheads.
-Tea Tree Oil and Black Cumin Seed Oil: Help purify the skin and supports clarity.
-Licorice Root and Hexylresorcinol: Naturally brighten the appearance of dark spots.
",$80.00 
OLEHENRIKSEN,Moisturizers,"-Bakuchiol: Derived from the Ayurvedic babchi plant; a natural retinol alternative that helps even skin tone, smooth texture, and target fine lines and wrinkles
-Edelweiss Stem Cell: Promotes firmness and improves the look of fine lines and wrinkles.
-AHA",$55.00 
THE ORDINARY,Moisturizers,#NAME?,$5.80 
BOBBI BROWN,Moisturizers,"Water, Cyclopentasiloxane, Bis-Diglyceryl Polyacyladipate-2, Butylene Glycol, Ppg-2 Myristyl Ether Propionate, Cetyl Alcohol, Peg-40 Stearate, Butyrospermum Parkii (Shea Butter), Squalane, Glyceryl Stearate, Sorbitan Stearate, Epilobium Angustifolium Extract, Yeast Extract/Faex/Extrait De Levure, Beta-Carotene, Sodium Hyaluronate, Citrus Grandis (Grapefruit) Peel Oil, Tocopheryl Acetate, Methyl Glucose Sesquistearate, Pelargonium Graveolens (Geranium) Flower Oil, Dimethicone Crosspolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Peg-20 Methyl Glucose Sesquistearate, C12-15 Alkyl Ethylhexanoate, Tetrasodium Edta, Sodium Hydroxide, Panthenol, Magnesium Ascorbyl Phosphate, Limonene, Citronellol, Geraniol, Linalool, Chlorphenesin, Phenoxyethanol",$60.00 
FIRST AID BEAUTY,Moisturizers,#NAME?,$34.00 
SUPERGOOP!,Moisturizers,#NAME?,$38.00 
DR. JART+,Moisturizers,#NAME?,$48.00 
PETER THOMAS ROTH,Moisturizers,"-30 Percent Hyaluronic Acid Complex: Drenches skin in moisture and helps it appear more supple, full, and smooth.
-Pentavitin®: Potent hydrator that helps provide up to 72 hours of hydration—even after cleansing.
-Hydrolyzed Silk: Derivative of pure si",$52.00 
SUPERGOOP!,Moisturizers,#NAME?,$25.00 
CAUDALIE,Moisturizers,"-Viniferine: Visibly lightens dark spots, acne scars, and hyperpigmentation 62 times more effectively than Vitamin C.
-Hyaluronic Acid: Hydrates and plumps the appearance of skin.
-Vegetal Butylene Glycol: Acts as a humectant to moisturize.

Water, Butyle",$65.00 
MILK MAKEUP,Moisturizers,"-Desert Milk™ (Blend of Kalahari Melon, Baobab, Jojoba, Aloe Vera): Hydrates with extracts from plants that thrive in arid environments.
-Fig Milk, Shea Butter, and Oat Milk: Visibly refresh, soften, and soothe while calming and comforting dry skin.
-Ar",$38.00 
ORIGINS,Moisturizers,"Water\Aqua\Eau, Butylene Glycol, Dicaprylyl Carbonate, Silica, Glycerin, Niacinamide, Isopropyl Isostearate, Citrus Limon (Lemon) Peel Oil*, Citrus Grandis (Grapefruit) Peel Oil*, Mentha Viridis (Spearmint) Leaf Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Limonene, Linalool, Citral, Butyrospermum Parkii (Shea Butter), Simmondsia Chinensis (Jojoba) Butter, Hydroxyethyl Ure, Hordeum Vulgare (Barley) Extract\Extrait D'orge, Trehalose, Cucumis Sativus (Cucumber) Fruit Extract, Panax Ginseng (Ginseng) Root Extract, Sodium Polyaspartate, Tocopheryl Acetate, Sodium Pca, Helianthus Annuus (Sunflower) Seedcake, Sorbitol, Caffeine, Linoleic Acid, Ophiopogon Japonicus Root Extract, Squalane, Sodium Hyaluronate, Ppg-15 Stearyl Ether, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydroxyacetophenone, Carbomer, Caprylyl Glycol, Xanthan Gum, Sodium Hydroxide, Ethylhexylglycerin, Disodium Edta, Phenoxyethanol.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$30.00 
TARTE,Moisturizers,"-Hyaluronic Acid: Delivers moisture, visible firmness, and suppleness.
-Maracuja Oil: Rich in essential fatty acids and vitamin C for firmer-, brighter-, smoother-looking, more hydrated skin.
-Turmeric Root Extract: A soothing ingredient that helps reduce",$29.00 
CAUDALIE,Moisturizers,"-Mint and Balm Mint Essential Oil: Provide astringent properties.
-Rose Extract: Tones.
-Rosemary Essential Oil: Strengthens and rejuvenates.
-Benzoin and Myrrh: Set makeup.
-Orange Flower Water: Softens and hydrates.

Water, Alcohol*, Citrus Aurantium Am",$18.00 
