Name,Type,Ingredients,Price
ESTÉE LAUDER,Eye Treatments,"Advanced Night Repr Eye Sync Cmpii Division: El (Estee Lauder)Ingredients: Methyl Trimethicone, Water, Bifida Ferment Lysate, Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Propanediol, Sucrose, Petrolatum, Polysorbate 40, Trehalose, Algae Extract, Morus Bombycis (Mulberry) Root Extract, Scutellaria Baicalensis Root Extract, Lactobacillus Ferment, Triticum Vulgare (Wheat) Germ Extract, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Betula Alba (Birch) Extract, Hydrolyzed Algin, Poria Cocos Sclerotium Extract, Jojoba Alcohol, Ethylhexylglycerin, Glycine Soja (Soybean) Seed Extract, Isopropyl Jojobate, Jojoba Esters, Isohexadecane, Yeast Extract/Faex/Extrait De Levure, Hydrogenated Lecithin, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Peg/Ppg-18/18 Dimethicone, Cholesterol, Anthemis Nobilis (Chamomile), Tocopheryl Acetate, Sodium Rna, Caffeine, Polysorbate 80, Caprylyl Glycol, Phytosphingosine, Squalane, Potassium Sulfate, Sodium Hyaluronate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tripeptide-32, Butylene Glycol, Tromethamine, Disodium Edta, Bht, Phenoxyethanol, Iron Oxides (Ci 77491, Ci 77492, Ci 77499)
Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",$64.00 
BELIF,Eye Treatments,"-Tiger Grass (Pennywort): Soothes skin.
-Comfrey Leaf: Detoxifies skin, leaving it smooth, soft, and clear.

Water, Dipropylene Glycol, Butylene Glycol, Glycerin, Squalane, Cyclopentasiloxane, Caprylyl Trimethicone, Dimethicone, HDI/TriMethylol Hexyllacto",$48.00 
DRUNK ELEPHANT,Eye Treatments,"-Black Tea Ferment: This compound helps smooth skin roughness, improve radiance and decrease glycation, a process that has been shown to age the appearance of skin.
-Copper Peptides: With antioxidant properties, helps to reduce the appearance of wrinkles ",$60.00 
SEPHORA COLLECTION,Eye Treatments,"-Caffeine: Depuffs eye contour.
-Hyaluronic Acid of Natural Origin: Increases moisture retention and prevents dehydration.
-Mudar Plant Bark Extract: Anti-aging properties.

Water Caprylic/Capric Triglyceride, Glycerin, Glyceryl Stearate Citrate, Heptyl U",$17.00 
THE INKEY LIST,Eye Treatments,"-Caffeine: Reduces the look of puffiness.
-Matrixyl 3000™: A peptide that helps to reduce the appearance of fine lines and wrinkles.

Water, Glycerin, Dicaprylyl Carbonate, Propanediol, Polyglyceryl-6 Distearate, Cetyl Alcohol, Hydroxyethyl Acrylate/sod",$9.99 
FRESH,Eye Treatments,"-Black Tea Complex (Kombucha, Black Tea Extract, Blackberry Leaf Extract, and Lychee Seed Extract): Proven to inhibit damaging free radicals and helps to improve skin elasticity.
-Noni Fruit Juice: Known to retain and increase moisture, improving the appe",$68.00 
CLINIQUE,Eye Treatments,"Water\Aqua\Eau , Butyrospermum Parkii (Shea Butter) , Cetearyl Alcohol , Butylene Glycol , Hydrogenated Polyisobutene , Phenyl Trimethicone , Polyglyceryl-3 Beeswax , Polybutene , Sucrose , Cetyl Esters , Polymethyl Methacrylate , Isostearyl Neopentanoate , Glycerin , Cetearyl Glucoside , Tocopheryl Acetate , Triticum Vulgare (Wheat) Germ Extract , Hordeum Vulgare (Barley) Extract\Extrait D'Orge , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Peg-100 Stearate , Coleus Barbatus Extract , Betula Alba (Birch) Extract , Polysilicone-11 , Methyl Glucose Sesquistearate , Camellia Sinensis (Green Tea) Leaf Extract , Salvia Officinalis (Sage) Leaf , Glyceryl Polymethacrylate , yeast Extract\Faex\Extrait De Levure , Gentiana Lutea (Gentian) Root Extract , Stearic Acid , Milk Protein\Lactis Proteinum\Protéine Du Lait , Whey Protein\Lactis Protein\Protéine Du Petit-Lait , Palmitoyl Oligopeptide , Squalane , Magnesium Ascorbyl Phosphate , Cholesterol , Caffeine , Peg-8 , Phytosphingosine , Acrylates/C10-30 Alkyl Acrylate Crosspolymer , Aminomethyl Propanol , Dimethicone , Isomerized Linoleic Acid , Linoleic Acid , Sodium Hyaluronate , 1,2 Hexanediol , Decarboxy Carnosine Hcl , Potassium Sulfate , Caprylyl Glycol , Disodium Edta , Sodium Dehydroacetate , Phenoxyethanol , yellow 5 (Ci 19140) , Mica , Iron Oxides (Ci 77491, Ci 77492, Ci 77499) , Titanium Dioxide (Ci 77891).",$33.00 
WANDER BEAUTY,Eye Treatments,"-Jojoba Seed Oil: Nourishes and soothes skin.
-Lavender Oil: Reduces redness and soothes skin.
-Shea Butter: Hydrates skin.

Water, Glycerin, Butylene Glycol, 1,2-Hexanediol, Aloe Barbadensis Leaf Juice, Xanthan Gum, Polyglyceryl-4 Caprate, Panthenol, Hyd",$25.00 
MILK MAKEUP,Eye Treatments,"-Caffeine: Visibly reduces puffiness.
-Seawater: Soothes and hydrates

Water (Aqua, Eau), Propanediol, Bis-PEG-18 Methyl Ether Dimethyl Silane, Sodium Stearate, Aloe Barbadensis Leaf Juice, Phenoxyethanol, Glycerin, Stearic Acid, Chlorphenesin, Caffeine, ",$26.00 
DERMALOGICA,Eye Treatments,"-Vitamin C Complex: This stable form of vitamin C enhances the skin’s ability to fight free radical damage and blocks environmental pollutants.
-Salvia Hispanica (Chia Seed) Oil: Helps to depuff the look of eye bags and combat the appearance of eye wrin",$70.00 
BIOSSANCE,Eye Treatments,"-Paracress Extract: Visibly lifts, smooths, and firms the look of skin.
-Marine Algae Complex: Reduces the appearance of fine lines and wrinkles in as few as seven days.
-Squalane: Locks in long lasting moisture and helps support the skin’s natural mois",$54.00 
MURAD,Eye Treatments,"-Retinol Tri-Active Technology: Works fast to help fight the appearance of lines and deep wrinkles.
-Cotton Wool Grass Extract: Delivers up to 24 hours of hydration to minimize dryness.
-Marine Kelp Complex: Helps visibly lift and firm for more youthful-l",$85.00 
PETER THOMAS ROTH,Eye Treatments,"-Hyaluronic Acid: Hydrates and retains moisture.
-Marshmallow Root Extract: Softens the look of skin.
-Caffeine: Visibly de-puffs the delicate eye area.

Water/Aqua/Eau, Glycerin, Butylene Glycol, Sodium Hyaluronate, Hydrolyzed Collagen, Caffeine, Ceramid",$55.00 
SHISEIDO,Eye Treatments,"-Pure Retinol Micro-infusion Technology: Visibly reduces fine lines and wrinkles.
-Wrinkleresist24 (Chlorella, Mukurossi, and Gambir Extracts): Works to reduce the appearance of fine lines and wrinkles.
-Super Bio-hyaluronic Acid N: Hydrates the skin with",$70.00 
SUPERGOOP!,Eye Treatments,"-100% Zinc Oxide: Provides the most delicate broad-spectrum protection.
-Wild Butterfly Ginger Flower: Helps protect from damage caused by blue light.
-Blend of Probiotics, Pomegranate, and Caffeine: Helps brighten and reduce the appearance of dark circle",$36.00 
BIOSSANCE,Eye Treatments,"-Acetyl Tetrapeptide-5 and Acetyl Hexapeptide-8: Reduce the look of inflammation.
-Sugercane-derived Squalane: Locks in essential moisture.
-Caffeine: Reduces the look of fine lines and wrinkles.

Water/Aqua, Aloe Barbadensis Leaf Juice*, Squalane, Niacin",$54.00 
TATCHA,Eye Treatments,-Liquid Extract from Akoya Pearls: A naturally-derived anti-glycation ingredient that helps to reduce the intrinsic signs of aging and fatigue around the eye area associated with A.G.E.; works to address dark circles and fine lines and wrinkles by support,$48.00 
CLINIQUE,Eye Treatments,"Cyclopentasiloxane , Water , Isostearyl Palmitate , Polyethylene , Butylene Glycol , Polysilicone-11 , Ethylene/Acrylic Acid Copolymer , Morus Bombycis (Mulberry) Root Extract , Caffeine , Phytosphingosine , Triticum Vulgare (Wheat) Bran Extract , Scutellaria Baicalensis Root Extract , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Olea Europaea (Olive) Fruit Extract , Camellia Sinensis (Green Tea) Leaf Extract , Cholesterol , Linoleic Acid , Tocopheryl Acetate , Magnesium Ascorbyl Phosphate , Pyridoxine Dipalmitate , Sucrose , Glycerin , Dimethicone , Glyceryl Laurate , Peg/Ppg-18/18 Dimethicone , Petrolatum , Cetyl Peg/Ppg-10/1 Dimethicone , Propylene Carbonate , Sodium Chloride , Quaternium-90 Bentonite , Disodium Edta , Phenoxyethanol , Iron Oxides (Ci 77491, Ci 77492, Ci 77499)",$33.00 
FRESH,Eye Treatments,"-Super Lotus: Prevents and addresses first signs of aging by boosting radiance, strengthening the skin’s barrier, and protecting from free radicals.

Aqua (Water), Glycerin, Isostearyl Isostearate, Propanediol, Squalane, Cetyl Alcohol, Potassium Cetyl P",$45.00 
PETER THOMAS ROTH,Eye Treatments,"-Cucumber Extract: Nourishes, hydrates, and de-puffs skin’s appearance.
-Allantoin, Aloe, and Chamomile: Soothe and calm skin.
-Caffeine and Arnica: Diminish the look of dark circles.

Water/Aqua/Eau, Glycerin, Carrageenan, Dipropylene Glycol, Ceratonia",$52.00 
FARMACY,Eye Treatments,"-Vitamin C (Natural Acerola Cherry and Vitamin C Derivatives): One of the richest sources of natural vitamin C in the world, acerola cherry works synergistically in a four percent blend of three powerful brightening actives to safely and effectively firm,",$45.00 
DR. DENNIS GROSS SKINCARE,Eye Treatments,"-Ferulic Acid: Enhances the beneficial properties of other vitamins for healthy-looking skin and offers antioxidant sun damage protection.
-Retinol: Smooths the appearance of wrinkles and fine lines while increasing moisture.
-Licorice Root Extract: Light",$69.00 
LANEIGE,Eye Treatments,"-Sleep Circular™: Incorporates a series of circular massages and an invigorating blend of caffeine, vitamin P, and enzymes to help brighten and de-puff around the eyes.
-Eye Moisture Wrap Technology: Forms a breathable, moisture-rich beta-glucan layer o",$34.00 
PETER THOMAS ROTH,Eye Treatments,"-Gamma E Antioxidant Technology: Uses unparalleled antioxidative power to help improve and prevent the look of crow's feet, fine lines, wrinkles, loss of elasticity, and darkness from environmental damage.
-3% Butterfly Ginger Root Extract: Helps detoxify",$55.00 
SEPHORA COLLECTION,Eye Treatments,"Water, Butylene Glycol, Glyceri, Aloe Barbadensis Leaf Juice, Niacinamide, Mannitol, 1,2-Hexanediol, Hydroxyacetophenone, Fraxinus Excelsior Bark Extract, Xanthan Gum, Ammonium Glycyrrhizate, Hydrolyzed Sclerotium Gum, Dipotassium Glycyrrhizate, Glycolic Acid, Fragrance, Caffeine, Potassium Citrate , Zinc Gluconate, Chenopodium Quinoa Seed Extract, Cucumis Sativus (Cucumber) Fruit Extract, Aesculus Hippocastanum (Horse Chestnut) Seed Extract, Silanetriol, Potassium Sorbate, Citric Acid, Sodium Benzoate, Phenoxyethanol.",$5.00 
PETER THOMAS ROTH,Eye Treatments,"-24K Gold and Colloidal Gold: Give skin a more lifted and firmer appearance for a more youthful-looking eye area.
-Caffeine: Helps reduce the look of undereye puffiness.
-Hydrolyzed Collagen: Visibly diminishes fine lines, wrinkles, and crow's feet around",$75.00 
YOUTH TO THE PEOPLE,Eye Treatments,"Water, Organic Glycerin, Organic Brassica Oleracea (Kale) Leaf Extract, Organic Spinacia Oleracea (Spinach) Leaf Extract, Organic Camellia Sinensis ( Green Tea) Leaf Extract, Organic Chamomilla Recutita (Matricaria) Flower Extract, Organic Medicago Sativa (Alfalfa) Extract, Organic Aloe Barbadensis (Aloe) Leaf Extract, Organic Spirulina Platensis (Spirulina) Extract, Palmitoyl Tripeptide-5, Palmitoyl Dipeptide-5 Diaminobutyroyl Hydroxythreonine, Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate, Sodium Hyaluronate Crosspolymer, Helianthus Annuus (Sunflower) Seed Oil, Stearic Acid, Glyceryl Stearate, Cetyl Alcohol, Lecithin, Ascorbic Acid (Vitamin C), Panthenol (Vitamin B5), Sodium Hyaluronate, Tocopheryl Acetate (Vitamin E), Natural Fragrance, Hydroxyethylcellulose, Pentylene Glycol, Ethylhexylglycerin, Magnesium Chloride, Phenoxyethanol, Potassium Sorbate.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$35.00 
ALGENIST,Eye Treatments,"-Patented Alguronic Acid: Visibly minimizes the appearance of fine lines and wrinkles and boosts the benefits of other active ingredients.
-Multi-Peptide Complex: Helps support the skin’s renewal process, improve the overall tone and texture, providing ",$68.00 
SK-II,Eye Treatments,"-Pitera™: A bio-ingredient rich in vitamins, organic acids, minerals, and amino acids that work together to enhance skin cell renewal.
-Radical New Age Complex (Hydrolyzed Soy Protein and Yeast Proteins): Creates the appearance of lengthwise and crosswi",$139.00 
MURAD,Eye Treatments,"-Vita-C Complex: Delivers higher antioxidant defense, ensuring the stability and potency of vitamin C.
-Red Algae and Giant Kelp Extract: Visibly de-puffs and soothes the appearance of the under-eye area.
-Cucumber Extract: Hydrates to visibly smooth the ",$62.00 
THE INKEY LIST,Eye Treatments,"-Vitalease (Retinol): Stabilized retinoid compound with a slow-release formula that helps to avoid irritation usually associated with retinols.

Aqua (Water/Eau), Caprylic/Capric Triglyceride, Glycerin, Butylene Glycol,Pentaerythrityl Distearate, Shea But",$9.99 
THE INKEY LIST,Eye Treatments,"-BRIGHTENYL™ 2%: Works to brighten the eye contour over time and even skin tone.
-Mica Mineral 1%: Instantly illumunates the under-eye area and brightens.
-Blurring Technology 5%: Helps instantly blur the look of fine lines.

Water, Glycerin, Cyclopenta",$9.99 
FIRST AID BEAUTY,Eye Treatments,"Water, Caprylic/Capric Triglyceride, Polymethyl Methacrylate, Glycerin, Squalane, Glyceryl Stearate, Butylene Glycol, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Polysorbate 20, Glyceryl Stearate Citrate, Butyrospermum Parkii (Shea) Butter, Magnesium Ascorbyl Phosphate, Retinol, Caffeine, Ceramide NG, Palmitoyl Tripeptide-1, Tocopherol, Allantoin, Sodium Hyaluronate, Atelocollagen, Avena Sativa (Oat) Kernel Extract, Sodium Chondroitin Sulfate, Hydroxypropyl Cyclodextrin, Aloe Barbadensis Leaf Juice Powder, Linoleic Acid, Phytosteryl Canola Glycerides, Palmitic Acid, Oleic Acid, Stearic Acid, Triolein, Cholesterol, Sodium Acrylates Copolymer, Hydrogenated Lecithin, Lecithin, Sodium Polyacrylate, Polysilicone-11, Xanthan Gum, Caprylyl Glycol, Mica, Ethylhexylglycerin, Polyglyceryl-3 Stearate, Hydrogenated Poly(C6-12 Olefin), Stearyl Alcohol, Cetyl Alcohol, Polyethylene, Ethylene/Propylene/Styrene Copolymer, Butylene/Ethylene/Styrene Copolymer, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Steareth-30, Dipropylene Glycol, Phenoxyethanol, Chlorphenesin, Tin Oxide, Citric Acid, CI 77891 (Titanium Dioxide).",$42.00 
GLAMGLOW,Eye Treatments,"-Illuminating Spheres: Brighten dark circles.
-Caffeine: Energizes and revitalizes.
-Hyaluronic Acid: Plumps and hydrates all day.
-Peptides: Help reduce the look of fine lines and wrinkles around the entire eye area.

Water\Aqua\Eau, Butyrospermum Parkii",$39.00 
DR. BRANDT SKINCARE,Eye Treatments,"-Filmatrix Technology: Forms an invisible, second-skin film that tightens the appearance of the eye contour for a visually smoother look within minutes.
-Peptides: Work to restore the look of elasticity and firmness while supporting the skin and helping t",$42.00 
WANDER BEAUTY,Eye Treatments,"-Jojoba Seed Oil: Nourishes and soothes skin.
-Lavender Oil: Reduces redness and soothes skin.
-Shea Butter: Hydrates skin.

Water, Glycerin, Butylene Glycol, 1,2-Hexanediol, Aloe Barbadensis Leaf Juice, Xanthan Gum, Polyglyceryl-4 Caprate, Panthenol, Hyd",$25.00 
CHARLOTTE TILBURY,Eye Treatments,"-Saccharide Isomerate: Gives your skin energy, hydrating and replenishing to visibly firm and brighten.
-Winter Daphne Stem Cells Extract: Visibly tightens and firms.
-Second Skin Red Algae Marigel: Strengthens and soothes.
-Botanical Eye Contour Complex:",$60.00 
LANEIGE,Eye Treatments,"-Hydro Ionized Mineral Water: Formulated with six moisture-maximizing minerals that are ionized and stabilized in water to penetrate quicker into skin.

Water, Glycerin, Butylene Glycol, Cyclopentasiloxane, Cyclohexasiloxane, Chenopodium Quinoa Seed Extra",$39.00 
CAUDALIE,Eye Treatments,"-Vine Resveratrol with Micro Hyaluronic Acids: Visibly firm, plump, and hydrate.
-Peptides: Visibly lift and redefine contours.
-Plant Complex (Silk Tree): De-puffs and diminishes dark circles.

Water, Glycerin*, Butylene Glycol*, Coco-Caprylate*, Isoamyl",$62.00 
SUNDAY RILEY,Eye Treatments,"-Caffeine: Reduces the appearance of dark circles and puffiness.
-Acmella Oleracea: Smooths the look of expression lines around the eye area.
-Brazilian Ginseng Root: Diminishes the appearance of eye contour puffiness.

Water/Eau/Aqua, PEG-8 Beeswax, Capr",$65.00 
KIEHL'S SINCE 1851,Eye Treatments,#NAME?,$40.00 
PEACE OUT,Eye Treatments,"-Passion Fruit Extract: Helps visibly de-puff and illuminate the appearance of dark circles.
-Ice Plant Stem Cells: Supports natural collagen and improves smoothness.
-Betaine: Helps soothe irritation and control water balance within the skin.

Water, But",$25.00 
CAUDALIE,Eye Treatments,"-Stabilized Vitamin C: Brightens, evens skin tone, and supports natural collagen production to fight wrinkles.
-Grape Seed Polyphenols: Protect with antioxidants and prevent future wrinkles.
-Vitamin E and Spruce Extract: Micro-circulates, reinforce cell ",$39.00 
TATCHA,Eye Treatments,"Water, Glycerin, Propanediol, Peg-400, Squalane (Olive Origin), Sericin (Silk Extract), Camellia Sinensis (Green Tea) Leaf Extract, Origanum Majorana Leaf Extract, Panax Ginseng Root Extract, Lonicera Japonica (Honeysuckle) Leaf Extract, Stearyl Glycyrrhetinate (Licorice), Caffeine, Royal Jelly Extract, Thymus Serpillum Extract, Gold, Algae Extract, Hydrolyzed Hyaluronic Acid, Persea Gratissima (Avocado) Oil, Prunus Armeniaca (Apricot) Kernel Oil, Rosa Canina Fruit Oil, Inositol (Rice Extract), Helianthus Annuus (Sunflower) Seed Oil, Hydrogenated Lecithin, Sodium Hyaluronate Crosspolymer, Glycosyl Trehalose, Hydrogenated Starch Hydrolysate, Potassium Hydroxide, Sodium Dilauramidoglutamide Lysine, Natto Gum, Xanthan Gum, Disodium Edta, Sorbitan Stearate, Dimethicone, Dipentaerythrityl Hexahydroxystearate, Carbomer, Mica, Tin Oxide, Titanium Dioxide, Butylene Glycol, Pentylene Glycol, Sodium Chloride, Ethylhexylglycerin, Behenyl Alcohol, Alcohol, Phenoxyethanol.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$85.00 
CLARINS,Eye Treatments,"-Organic Harungana Extract: Helps restore the appearance of density.
-Cassie Flower Wax: Smooths the appearance of the eye area.
-Tetrapeptide: Creates a more lifted look.
-Albizia: Helps combat dark circles and puffiness.

Water, Glycerin, Caprylic/Capri",$85.00 
LANCÔME,Eye Treatments,"-Bifidus Prebiotic 10%: Strengthens and protects skin's moisture barrier.
-Caffeine
-Vitamin E

Water, Bifida Ferment Lysate, Propanediol, Glycerin, Alcohol Denat., Dimethicone, C13-14 Isoparaffin, Escin, Tocopheryl Acetate, Sodium Benzoate, Phenoxyethano",$70.00 
SATURDAY SKIN,Eye Treatments,"-Cha-7 es Complex: An exclusive peptide formula that supports skin's natural renewal process.
-Date Seed Extract: High in antioxidant properties that boosts the look of vitality.
-Avocado Protein Extract: Improves hydration and moisture barrier protection",$46.00 
